0.331384, -0.404122, 0.156542
0.324899, -0.402555, 0.156079
0.323774, -0.401106, 0.153153
0.321185, -0.404252, 0.152949
0.322301, -0.404638, 0.154978
0.320238, -0.406290, 0.152876
0.317730, -0.405098, 0.153242
0.323958, -0.405928, 0.153965
0.328377, -0.405793, 0.156331
0.334699, -0.405764, 0.157906
0.329751, -0.404825, 0.155444
0.329380, -0.405888, 0.156201
0.324826, -0.411074, 0.157314
0.326550, -0.410792, 0.156669
0.329238, -0.409848, 0.158288
0.334299, -0.409311, 0.159340
0.331474, -0.408182, 0.158605
0.326916, -0.406055, 0.155918
0.327882, -0.404355, 0.155459
0.327951, -0.405490, 0.156061
0.326927, -0.406348, 0.156479
0.329480, -0.405300, 0.155926
0.325609, -0.399868, 0.153981
0.323913, -0.405176, 0.154493
0.326702, -0.401232, 0.154630
0.324386, -0.404788, 0.155291
0.323050, -0.403987, 0.154725
0.324792, -0.404106, 0.155170
0.329445, -0.402108, 0.154190
0.329692, -0.402071, 0.154898
0.325404, -0.406272, 0.154310
0.318561, -0.402439, 0.152155
0.322287, -0.397201, 0.152667
0.323134, -0.402738, 0.156923
0.325710, -0.404809, 0.153664
0.321569, -0.402353, 0.152705
0.320680, -0.399461, 0.153088
0.330017, -0.403744, 0.157243
0.329954, -0.399964, 0.156616
0.331153, -0.399725, 0.155159
0.330635, -0.403320, 0.155673
0.330453, -0.403614, 0.156292
0.332230, -0.404149, 0.156864
0.331743, -0.401569, 0.158408
0.336472, -0.403132, 0.155672
0.332942, -0.406388, 0.157077
0.325952, -0.407129, 0.155946
0.326685, -0.406074, 0.155677
0.330310, -0.403263, 0.156706
0.332422, -0.403074, 0.157895
0.330485, -0.405643, 0.157089
0.324890, -0.405925, 0.155003
0.321607, -0.406583, 0.155497
0.322709, -0.401942, 0.152687
0.322953, -0.402662, 0.154952
0.323520, -0.400336, 0.154270
0.329343, -0.400904, 0.155340
0.329246, -0.400062, 0.154259
0.321567, -0.400800, 0.154713
0.327290, -0.399632, 0.155744
0.328761, -0.396659, 0.155854
0.327891, -0.395594, 0.154434
0.326773, -0.399304, 0.156733
0.325983, -0.400879, 0.154617
0.328874, -0.405225, 0.156725
0.330770, -0.405598, 0.158187
0.323466, -0.407113, 0.155978
0.330287, -0.405538, 0.157445
0.330715, -0.404393, 0.157093
0.324007, -0.403262, 0.155697
0.331943, -0.409891, 0.156558
0.330077, -0.404697, 0.155953
0.327808, -0.402608, 0.154466
0.330795, -0.403103, 0.155043
0.331922, -0.404668, 0.157431
0.329112, -0.403879, 0.156704
0.326691, -0.403191, 0.154451
0.324154, -0.401776, 0.153656
0.325195, -0.404844, 0.155165
0.326563, -0.405783, 0.155558
0.322655, -0.408332, 0.154541
0.325594, -0.409652, 0.156101
0.326182, -0.408238, 0.154797
0.324465, -0.405046, 0.154799
0.332092, -0.405865, 0.157988
0.329874, -0.406038, 0.156502
0.332224, -0.407907, 0.156471
0.329591, -0.407375, 0.154943
0.335150, -0.406754, 0.158016
0.333132, -0.407667, 0.157257
0.335108, -0.409091, 0.157082
0.333947, -0.406773, 0.157884
0.332309, -0.405190, 0.156949
0.329683, -0.404585, 0.155459
0.326843, -0.403791, 0.154549
0.325012, -0.404008, 0.153468
0.328198, -0.401692, 0.156195
0.328473, -0.402601, 0.156031
0.329120, -0.402511, 0.157383
0.326843, -0.400817, 0.155207
0.327518, -0.398435, 0.154335
0.324135, -0.401307, 0.153693
0.323303, -0.399506, 0.152642
0.323974, -0.399665, 0.154400
0.329075, -0.401931, 0.156779
0.332250, -0.400667, 0.156680
0.322757, -0.399910, 0.153114
0.321485, -0.401591, 0.153269
0.321778, -0.403360, 0.156508
0.324086, -0.402883, 0.154859
0.317501, -0.403409, 0.154090
0.321731, -0.404654, 0.153615
0.329011, -0.402233, 0.155946
0.325698, -0.399843, 0.153366
0.327263, -0.404031, 0.154985
0.323228, -0.404523, 0.155515
0.320853, -0.404803, 0.153594
0.326281, -0.405588, 0.156665
0.330311, -0.402314, 0.155289
0.335660, -0.401913, 0.157693
0.331361, -0.400078, 0.156078
0.330918, -0.397434, 0.153894
0.331945, -0.400367, 0.155588
0.324640, -0.394806, 0.152402
0.331310, -0.394249, 0.153587
0.327289, -0.398315, 0.156616
0.326867, -0.399666, 0.154500
0.322793, -0.401547, 0.153198
0.319479, -0.405936, 0.153345
0.325920, -0.409282, 0.156154
0.325456, -0.404680, 0.156403
0.322876, -0.402694, 0.154308
0.321792, -0.398357, 0.154439
0.326436, -0.402748, 0.153697
0.329885, -0.407756, 0.157716
0.326008, -0.404484, 0.156305
0.322477, -0.398033, 0.152210
0.328600, -0.397373, 0.155012
0.331560, -0.401320, 0.156568
0.331949, -0.406941, 0.158750
0.335173, -0.404700, 0.158856
0.335317, -0.400595, 0.158168
0.331959, -0.400812, 0.156282
0.324414, -0.397778, 0.153845
0.322704, -0.400135, 0.154667
0.325806, -0.400881, 0.153837
0.326902, -0.404458, 0.155487
