-1.008613, 0.071186, 0.290962, 0.000015
-0.656216, 0.343711, 0.298870, 0.000000
-1.008613, 0.071186, 0.290962, 0.000015
-0.651260, 0.340930, 0.297652, 0.000000
-1.008613, 0.071186, 0.290962, 0.000015
-0.654508, 0.340103, 0.300499, 0.000000
-1.008613, 0.071186, 0.290962, 0.000015
-0.646374, 0.342302, 0.301481, 0.000000
-1.008612, 0.071186, 0.290962, 0.000016
-0.650704, 0.343697, 0.298982, 0.000000
-1.008612, 0.071186, 0.290962, 0.000017
-0.647469, 0.344751, 0.299783, 0.000000
-1.008612, 0.071186, 0.290962, 0.000019
-0.654384, 0.346578, 0.301004, 0.000000
-1.008612, 0.071186, 0.290962, 0.000020
-0.656561, 0.346285, 0.299653, 0.000000
-1.008612, 0.071186, 0.290962, 0.000022
-0.659575, 0.345740, 0.299365, 0.000000
-1.008611, 0.071186, 0.290962, 0.000023
-0.651694, 0.345970, 0.298720, 0.000000
-1.008611, 0.071186, 0.290962, 0.000025
-0.657854, 0.348438, 0.298307, 0.000000
-1.008610, 0.071186, 0.290962, 0.000027
-0.667624, 0.345581, 0.297595, 0.000000
-1.008610, 0.071186, 0.290962, 0.000028
-0.661141, 0.351840, 0.296852, 0.000000
-1.008609, 0.071187, 0.290962, 0.000030
-0.666402, 0.355512, 0.295464, 0.000000
-1.008609, 0.071187, 0.290962, 0.000031
-0.663116, 0.354457, 0.294503, 0.000000
-1.008608, 0.071187, 0.290962, 0.000033
-0.657102, 0.350083, 0.298776, 0.000000
-1.008608, 0.071187, 0.290962, 0.000037
-0.650977, 0.354625, 0.297023, 0.000000
-1.008607, 0.071187, 0.290962, 0.000039
-0.656728, 0.353753, 0.297387, 0.000000
-1.008606, 0.071188, 0.290962, 0.000039
-0.655825, 0.355534, 0.296202, 0.000000
-1.008605, 0.071188, 0.290962, 0.000047
-0.652973, 0.350761, 0.298730, 0.000000
-1.008604, 0.071188, 0.290962, 0.000042
-0.650862, 0.354215, 0.299738, 0.000000
-1.008603, 0.071189, 0.290962, 0.000040
-0.643873, 0.351216, 0.299394, 0.000000
-1.008602, 0.071189, 0.290962, 0.000022
-0.651585, 0.346102, 0.298415, 0.000000
-1.008601, 0.071189, 0.290962, 0.000019
-0.659112, 0.341934, 0.298862, 0.000000
-1.008601, 0.071189, 0.290962, 0.000018
-0.667226, 0.340416, 0.298557, 0.000000
-1.008601, 0.071189, 0.290961, 0.000017
-0.666408, 0.340695, 0.297225, 0.000000
-1.008601, 0.071189, 0.290961, 0.000017
-0.665104, 0.331578, 0.299013, 0.000000
-1.008600, 0.071190, 0.290961, 0.000017
-0.671254, 0.330891, 0.300064, 0.000000
-1.008600, 0.071190, 0.290961, 0.000017
-0.664372, 0.333553, 0.300275, 0.000000
-1.008600, 0.071190, 0.290961, 0.000017
-0.657159, 0.336343, 0.300238, 0.000000
-1.008600, 0.071190, 0.290961, 0.000019
-0.659716, 0.335355, 0.300497, 0.000000
-1.008599, 0.071190, 0.290961, 0.000022
-0.655197, 0.338140, 0.300408, 0.000000
-1.008599, 0.071190, 0.290961, 0.000024
-0.652398, 0.339896, 0.301653, 0.000000
-1.008509, 0.071212, 0.290977, 0.021346
-0.646335, 0.339621, 0.302211, 0.000000
-0.999903, 0.073786, 0.291061, 0.207684
-0.629512, 0.346752, 0.301869, 0.000000
-0.977578, 0.080849, 0.293333, 0.621300
-0.617147, 0.354714, 0.300110, 0.000000
-0.941649, 0.092556, 0.297306, 0.987307
-0.580552, 0.368781, 0.307208, 0.000000
-0.907531, 0.103018, 0.297102, 1.078313
-0.545198, 0.377141, 0.306415, 0.000000
-0.854687, 0.119174, 0.296147, 1.083326
-0.511268, 0.391798, 0.307502, 0.000000
-0.787233, 0.139719, 0.295230, 1.085073
-0.471660, 0.400770, 0.308278, 0.000000
-0.746756, 0.152031, 0.295479, 1.078127
-0.424016, 0.406326, 0.307568, 0.000000
-0.702141, 0.165625, 0.295696, 1.084637
-0.393686, 0.409155, 0.310922, 0.000000
-0.630555, 0.187434, 0.295731, 1.084216
-0.327406, 0.432637, 0.312711, 0.000000
-0.595285, 0.198180, 0.295744, 1.084070
-0.289813, 0.441175, 0.311921, 0.000000
-0.543431, 0.213978, 0.295696, 1.082252
-0.235710, 0.456062, 0.312986, 0.000000
-0.472835, 0.236069, 0.296067, 1.375576
-0.163883, 0.478186, 0.310366, 0.000000
-0.442154, 0.246162, 0.296178, 1.523932
-0.138960, 0.485521, 0.313891, 0.000000
-0.341415, 0.278937, 0.282041, 1.967501
-0.070095, 0.514201, 0.313734, 0.000000
-0.234801, 0.309860, 0.277474, 2.189872
0.035093, 0.546135, 0.298269, 0.000000
-0.111766, 0.344819, 0.276332, 2.212158
0.142396, 0.569931, 0.301004, 0.000000
-0.005489, 0.374923, 0.275487, 2.209794
0.256309, 0.605044, 0.298118, 0.000000
0.090190, 0.401939, 0.275019, 2.209628
0.345326, 0.622130, 0.299066, 0.000000
0.175245, 0.425962, 0.275372, 2.209976
0.438970, 0.646438, 0.298638, 0.000000
0.319827, 0.466766, 0.275120, 2.210258
0.571654, 0.683950, 0.300963, 0.000000
0.432469, 0.498777, 0.279808, 2.199716
0.678223, 0.712661, 0.300994, 0.000000
0.533809, 0.529862, 0.315960, 2.194819
0.763856, 0.741149, 0.317806, 0.000000
0.635014, 0.566425, 0.378172, 2.205130
0.851528, 0.781353, 0.334654, 0.000000
0.740674, 0.612952, 0.434310, 2.222494
0.948358, 0.829135, 0.424751, 0.000000
0.818787, 0.649989, 0.450562, 2.213112
1.029394, 0.872245, 0.467918, 0.000000
0.917912, 0.698752, 0.462644, 2.208011
1.125967, 0.927421, 0.482576, 0.000000
1.032259, 0.756483, 0.471686, 2.208372
1.226668, 0.991478, 0.483013, 0.000000
1.128534, 0.805893, 0.476958, 2.208914
1.317948, 1.040732, 0.490959, 0.000000
1.226593, 0.856703, 0.480935, 2.208811
1.418220, 1.093514, 0.499703, 0.000000
1.326426, 0.908874, 0.483708, 2.208632
1.505687, 1.151930, 0.511580, 0.000000
1.402685, 0.948943, 0.485138, 2.208759
1.588190, 1.200819, 0.515410, 0.000000
1.490604, 0.995305, 0.486292, 2.208769
1.673213, 1.251697, 0.510427, 0.000000
1.599583, 1.053261, 0.498333, 2.199507
1.784229, 1.313723, 0.509431, 0.000000
1.721142, 1.120616, 0.510827, 2.206724
1.898577, 1.384464, 0.521696, 0.000000
1.800055, 1.164948, 0.513579, 2.208464
1.977687, 1.427975, 0.524697, 0.000000
1.913481, 1.229034, 0.515704, 2.201818
2.089358, 1.494209, 0.546136, 0.000000
1.974920, 1.263894, 0.516017, 2.204762
2.145692, 1.531531, 0.545487, 0.000000
2.110450, 1.343235, 0.555870, 2.238215
2.267503, 1.607771, 0.531799, 0.000000
2.203997, 1.404794, 0.596631, 2.216991
2.346061, 1.658928, 0.541263, 0.000000
2.287475, 1.462560, 0.610919, 2.205408
2.430431, 1.715368, 0.625971, 0.000000
