0.261594, 0.363679, -0.048620
0.262907, 0.357930, -0.062358
0.266349, 0.358037, -0.056959
0.260073, 0.356278, -0.058134
0.261775, 0.356155, -0.055762
0.255499, 0.357581, -0.059620
0.246020, 0.355771, -0.058446
0.248698, 0.356555, -0.058119
0.260079, 0.355691, -0.063303
0.261124, 0.357055, -0.051870
0.258343, 0.359150, -0.054254
0.257154, 0.363329, -0.063122
0.263358, 0.360232, -0.060423
0.267820, 0.361562, -0.053727
0.269353, 0.359686, -0.056752
0.272346, 0.362791, -0.057038
0.263475, 0.363270, -0.054614
0.259737, 0.362168, -0.060024
0.262318, 0.358655, -0.054498
0.260132, 0.363311, -0.054657
0.261208, 0.366617, -0.054362
0.260123, 0.368061, -0.054424
0.260364, 0.366045, -0.061976
0.262400, 0.365897, -0.054664
0.262941, 0.366040, -0.060769
0.263194, 0.366568, -0.056123
0.265931, 0.362863, -0.060886
0.267056, 0.361352, -0.062211
0.271660, 0.358311, -0.057950
0.269079, 0.363026, -0.062322
0.266206, 0.366387, -0.054996
0.261881, 0.366777, -0.061344
0.267517, 0.363834, -0.056370
0.263748, 0.363058, -0.055998
0.265482, 0.364837, -0.058948
0.265540, 0.365637, -0.065838
0.268746, 0.362609, -0.060108
0.266623, 0.363262, -0.063102
0.261172, 0.365222, -0.054133
0.256938, 0.366277, -0.054256
0.259490, 0.365082, -0.056232
0.262452, 0.358676, -0.056924
0.263170, 0.358551, -0.059260
0.257970, 0.360387, -0.053418
0.257320, 0.358958, -0.053264
0.262343, 0.361786, -0.055586
0.267488, 0.363140, -0.055995
0.267157, 0.363880, -0.053149
0.275935, 0.362697, -0.068187
0.273198, 0.365526, -0.062992
0.263930, 0.365260, -0.060527
0.263303, 0.365472, -0.068588
0.265201, 0.360333, -0.065681
0.265766, 0.358231, -0.056058
0.277463, 0.359005, -0.062008
0.280433, 0.361682, -0.057969
0.275719, 0.363598, -0.059249
0.270911, 0.363918, -0.056173
0.274198, 0.362730, -0.061652
0.265934, 0.361325, -0.058417
0.258692, 0.361594, -0.051202
0.258149, 0.363043, -0.059316
0.254194, 0.368840, -0.059355
0.248750, 0.370158, -0.054840
0.250021, 0.374726, -0.053406
0.258691, 0.370666, -0.038742
0.263408, 0.364078, -0.045982
0.272341, 0.361262, -0.044668
0.274246, 0.357239, -0.037931
0.278306, 0.351955, -0.048698
0.280662, 0.346810, -0.045714
0.282699, 0.343628, -0.044207
0.287727, 0.346116, -0.043766
0.287018, 0.342145, -0.041998
0.288925, 0.333521, -0.047719
0.289843, 0.331932, -0.054124
0.294117, 0.331656, -0.042158
0.287668, 0.325399, -0.043085
0.289327, 0.321961, -0.041772
0.291999, 0.322541, -0.044848
0.286020, 0.323154, -0.046741
0.280671, 0.325252, -0.042103
0.278756, 0.324342, -0.043042
0.277260, 0.323539, -0.043358
0.274433, 0.321786, -0.047231
0.277834, 0.321843, -0.049768
0.288679, 0.323869, -0.038967
0.288810, 0.326118, -0.049687
0.284908, 0.329246, -0.044223
0.287616, 0.327425, -0.049110
0.286402, 0.324475, -0.044573
0.286374, 0.328674, -0.046174
0.289542, 0.329412, -0.040572
0.287284, 0.327235, -0.054849
0.283230, 0.324118, -0.039273
0.288023, 0.322729, -0.054172
0.283684, 0.322875, -0.051502
0.287214, 0.322486, -0.042782
0.284590, 0.319894, -0.040873
0.284737, 0.323099, -0.049841
0.283791, 0.317597, -0.054313
0.280697, 0.313393, -0.053313
0.283113, 0.314047, -0.053304
0.286176, 0.312647, -0.040211
0.286371, 0.313998, -0.034697
0.282356, 0.313982, -0.041434
0.276511, 0.312392, -0.037028
0.277906, 0.311168, -0.045432
0.280832, 0.312378, -0.039925
0.283253, 0.311524, -0.045036
0.277693, 0.305313, -0.052425
0.283391, 0.307412, -0.043638
0.284666, 0.310548, -0.039803
0.279445, 0.304264, -0.052355
0.284068, 0.305569, -0.051183
0.279459, 0.306957, -0.053538
0.276331, 0.305328, -0.033896
0.271514, 0.304725, -0.040335
0.277935, 0.308486, -0.038844
0.281059, 0.309210, -0.028878
0.277066, 0.311395, -0.036342
0.271409, 0.313655, -0.043109
0.278198, 0.317364, -0.040086
0.290755, 0.319235, -0.046843
0.279155, 0.321110, -0.046383
0.278235, 0.326720, -0.042008
0.273191, 0.323797, -0.043933
0.266477, 0.325032, -0.040375
0.266009, 0.318593, -0.040448
0.271450, 0.315991, -0.045874
0.271628, 0.316600, -0.036198
0.273629, 0.319607, -0.046896
0.276114, 0.319465, -0.037261
0.274298, 0.321261, -0.045854
0.276439, 0.321011, -0.048552
0.279696, 0.317259, -0.045146
0.278233, 0.319599, -0.039018
0.282357, 0.321265, -0.043303
0.281087, 0.319515, -0.048206
0.287610, 0.318326, -0.038223
0.282566, 0.316434, -0.044634
0.285021, 0.311849, -0.045592
0.287112, 0.309198, -0.047239
0.285558, 0.307805, -0.044892
0.285822, 0.312994, -0.048336
0.283442, 0.318807, -0.042830
0.285819, 0.316920, -0.042381
0.282995, 0.319575, -0.044638
0.281959, 0.318488, -0.042837
0.274857, 0.320118, -0.048632
0.278197, 0.317690, -0.033511
0.279600, 0.319755, -0.047103
0.281629, 0.317547, -0.042100
0.276365, 0.321581, -0.046744
0.275316, 0.324512, -0.048988
0.276947, 0.316213, -0.047128
0.277526, 0.316803, -0.040649
0.277906, 0.317890, -0.038336
0.274248, 0.323173, -0.040224
0.277981, 0.325476, -0.039220
0.281974, 0.324195, -0.040535
0.275558, 0.318855, -0.045699
0.275519, 0.316482, -0.045747
0.279839, 0.318027, -0.037692
0.277113, 0.323171, -0.038050
0.280088, 0.322181, -0.038238
0.285297, 0.320006, -0.044892
0.286938, 0.322891, -0.042598
0.288021, 0.322373, -0.047368
